Woche,Geschäftsnr,Betreff,Ergebnis,Konfidenz,PDF
27.05.2026,GG240226,"Gewalt und Drohung gegen Behörden und Beamte etc. Privatkläger 1. B._____, 2. Am",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG240226-L1.pdf
27.05.2026,FK230001,Kindesunterhalt und weitere Kinderbelange / vorsorgliche Mass- nahmen,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FK230001-F14.pdf
27.05.2026,CG230074,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/CG230074-L11.pdf
27.05.2026,GG240197,"Versuchte Nötigung etc. Privatklägerin B._____, vertreten durch Rechtsanwältin l",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG240197-L3.pdf
27.05.2026,FP230012,Abänderung Scheidungsurteil,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FP230012-F7.pdf
27.05.2026,DG250026,mehrfache Nötigung etc. - Antrag auf Anordnung einer statio- nären Massnahme für,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DG250026-L1.pdf
27.05.2026,GG250022,Pornografie,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG250022-L1.pdf
27.05.2026,GG240272,Mehrfache Pornografie etc.,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG240272-L1.pdf
27.05.2026,GG250012,qualifiziert grobe Verletzung der Verkehrsregeln etc.,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG250012-L1.pdf
27.05.2026,FE240408,Ergänzung Scheidungsurteil,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE240408-K2.pdf
27.05.2026,EE210228,Eheschutz/Getrenntleben/Anordnung Gütertrennung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EE210228-L14.pdf
27.05.2026,DG200029,"Gefährdung des Lebens etc. und Widerruf Privatkläger 1. Kanton Zürich, 2. Gemein",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DG200029-M2.pdf
27.05.2026,GG200004,"Ehrverletzung (üble Nachrede, Beschimpfung)",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG200004-I2.pdf
27.05.2026,FV140049,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FV140049-M4.pdf
20.05.2026,PQ260021,Beistandsperson in den Beistandschaften Beschwerde gegen einen Entscheid der Kam,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PQ260021-O1.pdf
20.05.2026,PS260104,Konkurseröffnung Beschwerde gegen ein Urteil des Einzelgerichtes des Bezirksgeri,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260104-O2.pdf
20.05.2026,PQ260002,Kindesschutzmassnahmen Beschwerde gegen einen Entscheid des Bezirksrates Dietiko,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PQ260002-O1.pdf
20.05.2026,SM240009,Anordnung einer stationären therapeutischen Massnahme (Nachverfahren) Berufung g,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SM240009-O1.pdf
13.05.2026,PS260066,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260066-O2.pdf
13.05.2026,HE250130,Organisationsmangel,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/HE250130-O6.pdf
13.05.2026,LF250122,"Testamentseröffnung im Nachlass von C._____, geboren tt. August 1949, von Zürich",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LF250122-O1.pdf
13.05.2026,VB260004,Aufsichtsbeschwerde gegen den aufsichtsrechtlichen Beschwerdeentscheid des Bezir,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/VB260004-O1.pdf
13.05.2026,HE250108,Gerichtliche Anordnung von Einsicht (Art. 697b OR),,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/HE250108-O5.pdf
13.05.2026,EE240147,Eheschutz/Getrenntleben weitere Verfahrensbeteiligte (gemeinsame Kinder): 1. C._,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EE240147-L15.pdf
13.05.2026,DG240035,Diebstahl etc.,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DG240035-M5.pdf
13.05.2026,DG240050,Verbrechen gegen das Betäubungsmittelgesetz etc. und Widerruf,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DG240050-L10.pdf
13.05.2026,DG240009,Qualifizierte grobe Verletzung der Verkehrsregeln etc.,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DG240009-F2.pdf
13.05.2026,EP240021,Bereinigung des Zivilstandsregisters,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EP240021-L4.pdf
13.05.2026,EE220282,Eheschutz/Getrenntleben,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EE220282-L3.pdf
13.05.2026,EE240218,Eheschutz/Getrenntleben,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EE240218-L2.pdf
13.05.2026,GG240270,Verbrechen gegen das Betäubungsmittelgesetz etc.,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG240270-L1.pdf
13.05.2026,GG230004,Gewalt und Drohung gegen Behörden und Beamte,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG230004-M4.pdf
06.05.2026,PS260067,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260067-O2.pdf
06.05.2026,PS260056,Konkurseröffnung Beschwerde gegen ein Urteil des Einzelgerichtes im summarischen,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260056-O2.pdf
06.05.2026,VV260003,Umteilung Prozess Nr. MO260057-L des Bezirksgerichts Zürich in Sachen A._____ ge,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/VV260003-O2.pdf
06.05.2026,RU260006,Forderung (Rechtsverweigerung / Prozesskosten) Beschwerde gegen eine Klagebewill,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RU260006-O1.pdf
06.05.2026,PQ250072,Genehmigung der Rechenschaftsberichte in der Beistandschaft nach Art. 308 Abs. 1,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PQ250072-O2.pdf
06.05.2026,FP250012,Abänderung des Scheidungsurteils,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FP250012-D7.pdf
06.05.2026,RB250011,Stockwerkeigentum (Rechtsverweigerung) Beschwerde gegen einen Beschluss des Bezi,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RB250011-O4.pdf
06.05.2026,LZ250019,Kinderbelange (vorsorgliche Massnahmen) Berufung gegen eine Verfügung des Einzel,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LZ250019-O9.pdf
06.05.2026,SB250227,versuchte sexuelle Handlungen mit Kindern Berufung gegen ein Urteil des Bezirksg,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250227-O1.pdf
06.05.2026,SB250108,"Pornografie etc. Berufung gegen ein Urteil des Bezirksgerichtes Dielsdorf, Straf",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250108-O1.pdf
06.05.2026,HG200100,Forderung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/HG200100-O21.pdf
06.05.2026,SB240399,versuchte vorsätzliche Tötung etc. Berufung gegen ein Urteil des Bezirksgerichts,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB240399-O1.pdf
06.05.2026,GB250046,Hausfriedensbruch etc. / Einsprache gegen den Strafbefehl der Staatsanwaltschaft,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GB250046-L1.pdf
06.05.2026,AH250001,Forderung (Arbeitsrecht),,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/AH250001-I3.pdf
06.05.2026,EE230073,Eheschutz,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EE230073-M16.pdf
29.04.2026,DH260004,qualifiziert grobe Verletzung der Verkehrsregeln (abgekürztes Verfahren),,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DH260004-F1.pdf
29.04.2026,PS260001,Konkurseröffnung Beschwerde gegen ein Urteil des Einzelgerichtes in Konkurssache,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260001-O2.pdf
29.04.2026,LE250035,Eheschutz (vorsorgliche Massnahmen),,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LE250035-O12.pdf
29.04.2026,SB250167,mehrfache qualifizierte Widerhandlung gegen das Betäubungsmit- telgesetz etc. Be,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250167-O1.pdf
29.04.2026,SM250009,Änderung der Massnahme (Nachverfahren) Berufung gegen ein Urteil des Bezirksgeri,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SM250009-O1.pdf
29.04.2026,SB220270,mehrfaches Verbrechen gegen das Betäubungsmittelgesetz etc. Berufung gegen ein U,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB220270-O1.pdf
29.04.2026,PC250044,Ehescheidung (unentgeltliche Rechtspflege) Beschwerde gegen eine Verfügung des E,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PC250044-O2.pdf
29.04.2026,SB250008,einfache Körperverletzung etc. Berufung gegen ein Urteil des Bezirksgerichtes Zü,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250008-O1.pdf
29.04.2026,EE230050,Abänderung Eheschutz,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/EE230050-F1.pdf
29.04.2026,FE210220,Ehescheidung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE210220-M20.pdf
22.04.2026,PS260092,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260092-O2.pdf
22.04.2026,PS260038,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260038-O2.pdf
22.04.2026,VV260002,Umteilung Prozess Nr. MO260056-L des Bezirksgerichts Zürich in Sachen A._____ un,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/VV260002-O2.pdf
22.04.2026,VV260006,Umteilung Verfahren des Bezirksgerichts C._____ in Sachen A._____ GmbH gegen B._,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/VV260006-O1.pdf
22.04.2026,RZ250012,Unterhalt und Kinderbelange (Ausstand) Beschwerde gegen eine Verfügung des Einze,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RZ250012-O5.pdf
22.04.2026,RT250235,Rechtsöffnung Beschwerde gegen eine Verfügung und ein Urteil des Einzelgerichts ,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RT250235-O2.pdf
22.04.2026,PS250404,verspäteter Rechtsvorschlag (Beschwerde über das Betreibungsamt Fällanden) Besch,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS250404-O2.pdf
22.04.2026,FE250223,Ehescheidung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE250223-F1.pdf
22.04.2026,FE250268,Ehescheidung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE250268-F1.pdf
22.04.2026,FE250235,Ehescheidung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE250235-F1.pdf
22.04.2026,LF250123,Organisationsmangel Berufung gegen ein Urteil des Einzelgerichtes summarisches V,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LF250123-O2.pdf
22.04.2026,LA250007,arbeitsrechtliche Forderung Berufung gegen ein Urteil des Arbeitsgerichtes Bülac,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LA250007-O2.pdf
22.04.2026,LY250034,Ehescheidung (vorsorgliche Massnahmen) Berufung gegen eine Verfügung des Einzelg,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LY250034-O3.pdf
22.04.2026,RT250175,Rechtsöffnung Beschwerde gegen eine Verfügung des Einzelgerichts Audienz am Bezi,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RT250175-O4.pdf
22.04.2026,DG250034,sexuelle Nötigung (Anklage) sowie Gefährdung des Lebens etc. (Antrag stationäre ,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DG250034-L3.pdf
22.04.2026,FE180357,Ehescheidung,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE180357-K38.pdf
22.04.2026,GG240100,"Drohung, Beschimpfung, Ungehorsam gegen amtliche Verfügungen Privatklägerinnen 1",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG240100-K8.pdf
22.04.2026,GG240081,"Versuchte Tötung etc. Privatkläger B._____,",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/GG240081-L1.pdf
15.04.2026,PS260084,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260084-O2.pdf
15.04.2026,PS260089,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS260089-O1.pdf
15.04.2026,VW260002,Kostenerlass,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/VW260002-O2.pdf
15.04.2026,PC250054,Ehescheidung (unentgeltliche Rechtsvertretung) Beschwerde gegen eine Verfügung d,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PC250054-O2.pdf
15.04.2026,LF250102,"Testamentseröffnung im Nachlass von D._____ geb. E._____, geboren am tt. Dezembe",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LF250102-O2.pdf
15.04.2026,RT250148,Rechtsöffnung Beschwerde gegen ein Urteil des Einzelgerichts Audienz am Bezirksg,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RT250148-O3.pdf
15.04.2026,RT250196,Rechtsöffnung Beschwerde gegen ein Urteil des Einzelgerichts am Bezirksgericht H,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RT250196-O3.pdf
15.04.2026,SB240442,versuchte vorsätzliche Tötung etc. und Widerruf (Rückweisung des Schweizerischen,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB240442-O2.pdf
15.04.2026,RT250201,Rechtsöffnung Beschwerde gegen ein Urteil des Einzelgerichts am Bezirksgericht B,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RT250201-O2.pdf
15.04.2026,SB230241,"Dispositivziffer 6) in Sachen Staatsanwaltschaft I des Kantons Zürich, Anklägeri",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB230241-O1.pdf
15.04.2026,DG230002,"versuchte vorsätzliche Tötung etc./Widerruf Privatklägerin B._____, vertreten du",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DG230002-D10.pdf
15.04.2026,DG190334,"qualifizierte sexuelle Nötigung etc. und Widerruf Privatkläger 1. B._____ AG, 2.",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/DG190334-L1.pdf
01.04.2026,PS250345,Überschuldungsanzeige Beschwerde gegen ein Urteil des Einzelgerichtes des Bezirk,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS250345-O4.pdf
01.04.2026,PS250428,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS250428-O3.pdf
01.04.2026,RA240017,Forderung (Kostenvorschuss) Beschwerde gegen eine Verfügung des Einzelgerichts a,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RA240017-O3.pdf
01.04.2026,LY250027,Ehescheidung auf Klage (vorsorgliche Massnahmen),,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LY250027-O2.pdf
01.04.2026,RZ250008,Abänderung Unterhalt (unentgeltliche Rechtspflege) Beschwerde gegen eine Verfügu,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RZ250008-O2.pdf
01.04.2026,PS250416,Konkurseröffnung Beschwerde gegen ein Urteil des Konkursgerichtes des Bezirksger,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/PS250416-O2.pdf
01.04.2026,LE250058,Eheschutz (superprovisorische vorsorgliche Massnahmen) Berufung gegen eine Verfü,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LE250058-O1.pdf
01.04.2026,RT250140,Rechtsöffnung (Fristansetzung) Beschwerde gegen eine Verfügung des Einzelgericht,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/RT250140-O3.pdf
01.04.2026,SB250350,Gewalt und Drohung gegen Behörden und Beamte etc. Berufung gegen ein Urteil des ,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB250350-O1.pdf
01.04.2026,LE240027,Eheschutz (vorsorgliche Massnahmen) Berufung gegen eine Verfügung des Einzelgeri,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LE240027-O20.pdf
01.04.2026,LE250014,Eheschutz Berufung gegen ein Urteil des Einzelgerichts am Bezirksgericht Horgen ,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LE250014-O6.pdf
01.04.2026,LB240020,"Forderung Berufung gegen ein Urteil des Bezirksgerichts Zürich, 3. Abteilung, vo",,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/LB240020-O4.pdf
01.04.2026,SB230242,schwere Körperverletzung etc.,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/SB230242-O1.pdf
01.04.2026,FE230114,Scheidung auf Klage,,0.0,https://www.gerichte-zh.ch/fileadmin/user_upload/entscheide/oeffentlich/FE230114-A8.pdf
